id	document	label
1002544	friz freleng's 'snafuperman' is one of the lesser private snafu shorts. a warning of the importance of studying your field manual, 'snafuperman' makes it point rather clumsily. the story, in which tec	0
1002545	by no means a masterpiece, and far from errol flynn's best, istanbul still has much going for it. the locations and beautiful technicolour cinematography, bring us back to a time long since past. erro	1
1002546	honestly, this movie is weak. very weak. only capital character can something. she's work like supercharger on bad engine...so, if you like red-haired valkyries - see that. but better find picture of 	0
1002547	i take issue with the other reviewer's comments for the simple reason that this is a mystery film, not a supernatural one! it is not the only film to have a seemingly supernatural explanation (vampire	1
1002548	some people might consider this movie a piece of artwork - to be able to express your imagination on film in order to create a movie filled with antagonizing pain and death.. i personally think that t	0
1002549	my friends and i have watched this so many time i have lost count. this is worth seeing for those in the right frame of mind, meaning that this is not so much a good horror film as a film to lampoon f	0
1002550	antonioni was aiming for another hip masterpiece, this time on the other side of the atlantic than blow up. it wasn´t the success with critics and youth like the former though. why? maybe because it w	1
1002551	robert colomb has two full-time jobs. he's known throughout the world as a globetrotting tv reporter. less well-known but equally effortful are his exploits as a full-time philanderer.i saw `vivre pou	0
1002552	himy name is jessica, i'm italian!some time ago i have seen this film : ' for the very first time', with corin corky nemec. it was the story of micheal and mary margaret. i need to know the title of t	1
1002553	i saw this movie with the intention of not liking it. i sure didn't. it's one of those movies that seems to have been made exclusively for the oscars: music throughout the film in almost every single 	0
1002554	tess of the storm country was a mary pickford vehicle i had intended to get for some time. i finally found a vhs copy for a reasonable price and got to enjoy it.mary gives her typical spunky, innocent	1
1002555	if alien, jurassic park and countless other sci fi horror movies are your cup of tea, add a lot of sugar and you'll get this one down. the film begins in jolly old england around 1100ad and then jumps	0
1002556	this film, with only two characters, takes you closer to these two people, the interrogator and the prisoner, than most films take you to any character, however well-crafted.the sheer confusion, terro	1
1002557	i'm working my way through the horror classics 50 movie pack collection and the mad monster is one of the movies in the set.i am sure that george zucco was a good actor; but, this was only the second 	0
1002558	this is the second film i've seen of ida lupino as a director after 53's the hitch-hiker. i think this one was a better film then that one. this one has a girl who is about to get married and she is t	1
1002559	bette midler is indescribable in this concert. she gives her all every time she is on stage. whether we are laughing at her jokes and antics or dabbing our eyes at the strains of one of her tremendous	1
